;
;
IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS, INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
IMUNO-HEMATOLÓGICOS: TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA E DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
INVESTIGAÇÃO DA PRESENÇA DE ANTI-A OU ANTI-B, EM SORO OU PLASMA DE NEONATO, COM MÉTSeg. OdontológicaOS QUE INCLUAM UMA FASE ANTIGLOBULÍNICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
MALÁRIA, PESQUISA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS IRREGULARES NO SANGUE DO RECEPTOR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES (ELUIÇÃO, A FRIO E GEL);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
PLAQUETAS - PROVA CRUZADA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROVA DE COMPATIBILIDADE ENTRE AS HEMÁCIAS DO DOADOR E O SORO DO RECEPTOR (PROVA DE COMPATIBILIDADE MAIOR);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROVAS PRÉ-TRANSFUSIONAIS: RETIPIFICAÇÃO ABO E RH DA BOLSA DE SANGUE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4 MESES DE IDADE);;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CITOMEGALOVÍRUS APÓS TRANSPLANTE DE RIM, MEDULA ÓSSEA OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA;546/2022;03/10/2022;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
VÍRUS EPSTEIN BARR APÓS TRANSPLANTE DE RIM OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA;546/2022;03/10/2022;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
EXSANGUÍNEO TRANSFUSÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TRANSFUSÃO FETAL INTRA-UTERINA;;;;;Seg. Hospitalar Com Obstetrícia;;Plano Referência;;;PROCEDIMENTOS;MEDICINA TRANSFUSIONAL;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM BANDAS, BIÓPSIA DE PELE OU OUTROS TECIDOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM BANDAS, MATERIAL DE ABORTO OU NATIMORTO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM BANDAS, PARA DOENÇAS HEMATOLÓGICAS, SANGUE PERIFÉRICO, TECIDOS LINFÓIDES E MEDULA ÓSSEA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM BANDAS, SANGUE FETAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM BANDAS, SANGUE PERIFÉRICO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM BANDAS, VILOSIDADES CORIÔNICAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM PESQUISA DE TROCA DE CROMÁTIDES IRMÃS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO COM TÉCNICAS DE ALTA RESOLUÇÃO (ESTUDO EM PROMETÁFASE);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARIÓTIPO PARA SÍNDROMES DE QUEBRAS CROMOSSÔMICAS, SANGUE PERIFÉRICO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
DETECÇÃO DE ANORMALIDADES DOS CROMOSSOMOS X OU Y (SANGUE PERIFÉRICO OU ESFREGAÇO DE MUCOSA BUCAL), POR FISH;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
ESTUDO CITOGENÉTICO PARA DOENÇAS NEOPLÁSICAS MALIGNAS, DIVERSOS MATERIAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
ESTUDO DE ALTERAÇÕES CROMOSSÔMICAS EM LEUCEMIAS POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
LÍQUIDO AMNIÓTICO, CARIÓTIPO COM BANDAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;;Plano Referência;;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PESQUISA DE MICRSeg. OdontológicaELEÇÕES/MICRSeg. OdontológicaUPLICAÇÕES POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION) - COM DIRETRIZ DE UTILIZAÇÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;110;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
REARRANJO BCL6 3q27 (NHL) FISH;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
REARRANJO 8q24 FISH (MEDULA ÓSSEA);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
REARRANJO 8q24 FISH (SANGUE);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;CITOGENÉTICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
AMINOÁCIDOS URINÁRIOS OU PLASMÁTICOS, ANÁLISE QUANTITATIVA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
AVALIAÇÃO DE RISCO DE ANOMALIAS CROMOSSÔMICAS E/OU DEFEITOS DE FECHAMENTO DE TUBO NEURAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
CARBOIDRATOS URINÁRIOS, ANÁLISE QUALITATIVA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA 1,4-ALFA-GLICOSIDASE EM FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-D-MANOSIDASE EM LEUCÓCITOS E FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-GALACTOSIDASE EM LEUCÓCITOS, SORO E FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-FUCOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-IDURONIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-N-ACETILGLICOSAMINIDASE EM SORO OU FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ARILSULFATASE A EM LEUCÓCITOS E FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ARILSULFATASE B EM FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GALACTOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICURONIDASE EM FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ESFINGOMIELINASE EM FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA GALACTOCEREBROSIDASE EM LEUCÓCITOS E FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA HEXOSAMINIDASE A E TOTAL EM SORO, LEUCÓCITOS OU FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA IDURONATO 2-SULFATASE EM FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA N-ACETILGALACTOSAMINA-6-SULFATASE EM FIBROBLASTOS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
DOSAGEM QUANTITATIVA DE ÁCIDOS GRAXOS DE CADEIA MUITO LONGA PARA O DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO (EIM);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
GLICOSAMINOGLICANOS URINÁRIOS, DOSAGEM QUANTITATIVA OU ANÁLISE QUALITATIVA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PORFIRINAS URINÁRIAS OU PLASMÁTICAS, FRACIONAMENTO E QUANTIFICAÇÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTES DE ERROS INATOS DO METABOLISMO, QUALITATIVOS, NA URINA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE DUPLO: 1 TRIMESTRE - PROTEÍNA A PLASMÁTICA ASSOCIADA À GESTAÇÃO (PAPP-A), BETA- GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE DUPLO: 2 TRIMESTRE - ALFA-FETOPROTEÍNA (αFP), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE QUÁDRUPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
TESTE TRIPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;;Plano Referência;Procedimento de Alta Complexidade;;GENÉTICA BIOQUÍMICA;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
ALK - PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;114;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;110;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
BRCA1 e BRCA2, PESQUISA DE MUTAÇÃO SOMÁTICA (COM DIRETRIZ DE UTILIZAÇÃO);542/2022;01/09/2022;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;156;GENÉTICA MOLECULAR;GENÉTICA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
